smiles,logP_ALOGPS,logS,logP_ChemAxon,solubility_ALOGPS,pKa_acid,pKa_base,PSA,Polarizability,H_Acceptor_Count,H_Donor_Count
[H][C@]12O[C@@H](O[C@@]1([H])[C@@H](O[C@@H]2COP(O)(O)=O)N1C=NC2=C1N=CN=C2NC(=O)NCC)\C=C\C1=CC=CC=C1,0.82,-3,0.65,5.56e-01 g/l,1.18,2.23,179.18,51.76,10,4
,,,,,,,,,,
[H][C@](N)(CSSC[C@]([H])(N)C(O)=N[C@@]([H])(CC1=CC=C(O)C=C1)C(O)=NCC(O)=N[C@@]([H])(CCCNC(N)=N)C(O)=N[C@@]([H])(CCCCN)C(O)=N[C@@]([H])(CCCCN)C(O)=N[C@@]([H])(CCCNC(N)=N)C(O)=N[C@@]([H])(CCCNC(N)=N)C(O)=N[C@@]([H])(CCC(O)=N)C(O)=N[C@@]([H])(CCCNC(N)=N)C(O)=N[C@@]([H])(CCCNC(N)=N)C(O)=N[C@@]([H])(CCCNC(N)=N)C(O)=O)C(O)=N[C@@]([H])(CO)C(O)=N[C@@]([H])(CC1=CC=CC=C1)C(O)=N[C@@]([H])(CC(O)=N)C(O)=N[C@@]([H])(CO)C(O)=N[C@@]([H])(CC1=CC=C(O)C=C1)C(O)=N[C@@]([H])(CCC(O)=O)C(O)=N[C@@]([H])(CC(C)C)C(O)=NCC(O)=N[C@@]([H])(CO)C(O)=N[C@@]([H])(CC(C)C)C(O)=O,-0.42,-4.4,-3.7,1.17e-01 g/l,2.92,12.69,1461.08,298.15,79,55
CC(=O)NC1=CC=CC(=C1)N1CCN(CCCCNS(=O)(=O)CC2CCCCC2)CC1,2.68,-4,2.53,4.89e-02 g/l,11.08,7.64,81.75,51.92,5,2
CN(C)CC1=CC=C2C(Cl)=CC(Cl)=C(O)C2=N1,3.23,-2.9,1.85,3.55e-01 g/l,6.77,8.34,36.36,26.97,3,1
CC1(C)CNC2=CC(NC(=O)C3=C(NCC4=CC=NC=C4)N=CC=C3)=CC=C12,3.59,-4.5,3.33,1.12e-02 g/l,15.56,5.43,78.94,40.66,5,3
,,,,,,,,,,
COC1=CC=C(C=C1)N(C)C1=NC(C)=NC2=C1C=CC=C2,3.8,-3.6,3.91,6.41e-02 g/l,,4.94,38.25,31.04,4,0
[H]N([C@@H]1CN2CCC1CC2)C(=O)C1=NN([H])C2=CC=CC=C12,1.26,-3.4,1.13,1.07e-01 g/l,9.97,7.85,61.02,29.07,3,2
CN(C)C(=O)COC1=CC=C2CC[C@@H](CC2=C1)NC[C@H](O)C1=CC=C(O)C(CCO)=C1,1.63,-3.8,0.93,6.26e-02 g/l,9.34,10.07,102.26,48.19,6,4
CN(C)CC1CCOC1(C1=CC=CC=C1)C1=CC=CC=C1,3.73,-4.2,3.5,1.97e-02 g/l,,9.54,12.47,32.57,2,0
CC(C)N1C2=C(C=CS2)C(O)=C(C(=O)NCCCN2CCCCC2)C1=O,2.21,-3.9,-0.68,4.34e-02 g/l,5.25,9.24,72.88,42.17,4,2
,,,,,,,,,,
,,,,,,,,,,
OC(=O)\C=C\C(O)=O.FC1=C(C=C(CN2CCC(CC2)NC2=C3C=C(Cl)SC3=NC=N2)C=C1)C#N,4.19,-5,3.88,4.21e-03 g/l,18.39,7.34,64.84,40.92,5,1
CN1C=C(C2=CC=CC=C12)C1=C(C(=O)NC1=O)C1=CN(C)C2=CC(=CC=C12)[N+]([O-])=O,3.67,-4,3.29,3.73e-02 g/l,9.71,-4.9,99.17,41.11,4,1
CC1=CC=CC(\C=N\NC2=CC(=NC(OCCC3=CC=CC=N3)=N2)N2CCOCC2)=C1,3.91,-4.2,4.82,2.78e-02 g/l,14.42,5.89,84.76,45.92,8,1
NC1=NC2=CC=C(CCC3=CC=C(C=C3)C(=O)NC(CC(=C)C(O)=O)C(O)=O)C=C2C(N)=N1,1.24,-4.3,0.41,2.34e-02 g/l,3.34,7.43,181.52,46.73,9,5
,,,,,,,,,,
CC(C)C[C@H](NC(=O)[C@@H](CCCCNC(N)=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CC=CN=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC2=C(C=CC=C2)C=C1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,2.7,-5.6,0.12,3.93e-03 g/l,9.47,10.66,445.8,154.3,16,15
CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](N)CCCCN)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCCCC[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](N)CCCCN)C(C)C)C(N)=O,-0.95,-4.6,-11,5.34e-02 g/l,9.18,12.26,857.95,205.19,33,33
CO[C@H]1C[C@H](C)CC2=C(NCC=C)C(O)=CC(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)=C2O,3.96,-4.5,3.8,1.74e-02 g/l,9.62,4.55,172.6,63.4,8,6
O.O.O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[H][C@@]1(O[Sb]2(O)(O[Sb]34([O-])O[C@@H](C([O-])=O)[C@@]([H])(O3)[C@]([H])(O4)[C@H](O)CO)O[C@@H](C([O-])=O)[C@@]1([H])O2)[C@H](O)CO,-0.08,-1,-3.4,6.84e+01 g/l,2.29,-3,269.08,39.78,17,5
CC1(C)CN[Se]C2=CC=CC=C12,1.65,-1.6,2.55,5.81e+00 g/l,,4.83,12.03,19.4,2,1
[H]N([H])CC(=O)N1CCC[C@H]1C(=O)N([H])[C@@H](CCC(O)=O)C(O)=O,-3.2,-1.3,-4.9,1.47e+01 g/l,3.2,7.83,150.03,28.23,7,4
O.Cl.CC1=CC2=C(N=C(N=C2S1)N1CCNCC1)C1=CC=CC=C1F,3.28,-4.4,4.37,1.40e-02 g/l,,8.68,41.05,34.88,4,1
CCCCCCCOC(=O)NC1=NC(=O)N(CN1)[C@H]1C[C@H](O)[C@@H](CO)O1,0.47,-2.6,0.96,1.03e+00 g/l,9.9,2.82,132.72,39.64,7,4
CC(C)C[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)CN)C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)NCC(O)=O,-2,-3.5,-6.2,2.18e-01 g/l,3.43,7.84,301.32,75.32,11,9
CC1(C)CC(CC(C)(C)N1O)OC(=O)C1CC1,2.17,-1.4,1.36,1.04e+01 g/l,14.74,2.88,49.77,26.92,3,1
,,,,,,,,,,
CC1(C)CCC(C)(C)C2=C1C=C(C(=O)NC1=CC(F)=C(C(O)=O)C(F)=C1)C(O)=C2Cl,5.71,-5.7,5.93,8.70e-04 g/l,2.62,-4,86.63,43.25,4,3
[H][C@]12SC(=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(=O)OCC1=C(C)OC(=O)O1)[C@@]1([H])CCCO1,0.64,-2.5,0.23,1.18e+00 g/l,14.85,-2.8,111.6,38.77,6,1
CC(C)C[C@@H](NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)[C@H]1CCCN1C(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](NC(=O)[C@H]1CCCN1C(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CO)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](N)CC(O)=O)C(C)C)C(=O)N[C@H](CC(N)=O)C(=O)N[C@H](CC(C)C)C(=O)N[C@H]([C@H](C)O)C(=O)N[C@H]([C@H](C)O)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@H](CCCCN)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CCCNC(N)=N)C(=O)N1CCC[C@@H]1C(=O)N1CCC[C@@H]1C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@H](CCC(N)=O)C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCNC(N)=N)C(=O)NCC(O)=O,,,-27,,,12.8,1789.09,408.22,72,64
,,,,,,,,,,
CC(=O)N1CCN(CC1)C1=CC=C(OC[C@@H]2CO[C@](CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,4.3,-4.8,4.19,9.31e-03 g/l,,6.42,69.06,54.67,6,0
OP(=O)(NCCCl)NCCCl,-0.37,-1.4,-0.39,8.86e+00 g/l,5.43,-0.54,61.36,19,3,3
CCOC1=CC(=CC=C1OC)[C@@H](CS(C)(=O)=O)N1C(=O)C2=CC=CC(NC(C)=O)=C2C1=O,1.86,-4.1,1.31,3.41e-02 g/l,12.98,-4.2,119.08,46.71,7,1
COC1=CC=CC(C(=O)NC2=CC3=C(CN(CC3)C(=O)OC3=CC=CC=C3)C=C2)=C1C1=CC=C(C=C1)C(F)(F)F,5.24,-6.4,6.92,1.97e-04 g/l,15.11,-3.8,67.87,55.02,3,1
CC(C)CN1C(C)=NC2=C1C1=NC=CC=C1N=C2N,2.44,-3,1.94,2.87e-01 g/l,19.18,3.69,69.62,28.27,4,1
CC(CCCCCCCCCCCCC1=CC=C([123I])C=C1)CC(O)=O,7.3,-7.8,8.61,6.82e-06 g/l,5,,37.3,48.76,2,1
OC1=CC=C(C=C1)C(=NNC1=CC=C(C=C1[N+]([O-])=O)[N+]([O-])=O)C1=CC=C(O)C=C1,4.79,-4.9,5.47,4.61e-03 g/l,8.77,3.94,151.13,38.11,8,3
,,,,,,,,,,
,,,,,,,,,,
CC(C)(CC1=CC=C2C=CC=CC2=C1)NC[C@@H](O)COC1=CC=CC(Cl)=C1C#N,4.85,-5.6,4.98,1.16e-03 g/l,14.09,9.5,65.28,45.08,4,2
,,,,,,,,,,
COC1=C2C(=O)C3=C(O)C4=C(C[C@@](O)(CCO)C[C@@H]4O[C@H]4C[C@H](N)[C@H](O)[C@H](C)O4)C(O)=C3C(=O)C2=CC=C1,1.07,-2.9,0.66,6.56e-01 g/l,8.21,9.39,189,54.61,11,6
[H]\C(=C1\CCCN=C1C1=CN=CC=C1)C1=C(OC)C=C(OC)C=C1,3.57,-4.6,2.96,6.83e-03 g/l,,4.46,43.71,33.96,4,0
COC1=CC(C[C@@H]2C3=CC(OC)=C(OC)C=C3CC[N@@+]2(C)CCCOC(=O)C(\Cl)=C\C(=O)OCCC[N@@+]2(C)CCC3=CC(OC)=C(OC)C=C3[C@@H]2C2=CC(OC)=C(OC)C(OC)=C2)=CC(OC)=C1OC,3.55,-7.5,-1.3,3.11e-05 g/l,17.91,-4.1,144.9,107.61,12,0
,,,,,,,,,,
CN1CCC(CC1)N1CCN(CC1)C(=O)[C@H](NC(=O)C1=CC=C2C=CNC2=C1)C1=CC=CC=C1,2.49,-3.8,2.08,6.94e-02 g/l,12.54,8.81,71.68,52.4,4,2
COCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](CC1=CC=CC=C1)NC(=O)OCC1=CC=CC=C1)B(O)O,1.93,-4.5,2.92,1.61e-02 g/l,8.64,-3.2,137.43,56.32,6,4
CN(NC(=O)CC(=O)NN(C)C(=S)C1=CC=CC=C1)C(=S)C1=CC=CC=C1,2.34,-5.2,2.81,2.82e-03 g/l,10.9,-8.4,64.68,41.29,2,2
CN(C)CC1=NC(=NO1)C1=C2CN(C)C(=O)C3=C(C=CC=C3Cl)N2C=N1,1.77,-3.1,1.78,2.67e-01 g/l,,6.81,80.29,38.04,5,0
Cl.Cl.Cl.Cl.CCNCCCNC\C=C/CNCCCNCC,1.13,-3.4,,1.06e-01 g/l,,,,,,
,,,,,,,,,,
CC[C@H](C)[C@@H]1NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC2=CNC=N2)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]2CSSC[C@H](NC(=O)CN)C(=O)N[C@@H](CSSC[C@H](NC1=O)C(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(O)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)N2,-1.7,-3.3,-19,9.39e-01 g/l,3.04,11.84,774.06,174.58,30,25
,,,,,,,,,,
[Sr++].[O-]C(=O)CC([O-])=O,0.32,-0.77,-0.33,4.09e+01 g/l,2.43,,80.26,7.36,4,0
[H][C@]12SCC(C[N+]3=CC=CC=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OCCCNC(=O)[C@H]1NC(=O)[C@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](NC(=O)[C@@H](CC(C)C)NC)[C@H](O)C4=CC=C(OC5=C(O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@@]6([H])O[C@H]6C[C@](C)(N)[C@H](O)[C@H](C)O6)C(OC6=C(Cl)C=C(C=C6)[C@H]2O)=CC3=C5)C(Cl)=C4)C2=CC(=C(O)C=C2)C2=C1C=C(O)C=C2O)\C1=C(Cl)SC(N)=N1)C([O-])=O,0.88,-5,-7.8,2.30e-02 g/l,2.31,9.81,676.21,191.83,31,21
,,,,,,,,,,
CCC1=C(C(=O)C(N)=O)C2=C(OCC(=O)OC)C=CC=C2N1CC1=CC=CC=C1,3.34,-5.1,2.92,3.43e-03 g/l,13.81,-3.7,100.62,41.16,4,1
NC(=O)C1=CN=C2N1CCC1=C(C=CC=C1)C21CCNCC1,1,-3.2,0.81,1.78e-01 g/l,13.89,9.96,72.94,32.28,3,2
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
ClC1=CC=C2NC3=C(C=CC=C3)C(=NC2=C1)N1CCNCC1,3.25,-3.2,3.02,2.03e-01 g/l,15.9,8.83,39.66,33.57,4,2
[H][C@]12CCC(=C)[C@@H](C\C=C3/[C@H](O)COC3=O)[C@]1(C)CC[C@@H](O)[C@@]2(C)CO,1.57,-3.1,1.66,2.84e-01 g/l,13.48,-2.8,86.99,38.27,4,3
,,,,,,,,,,
,,,,,,,,,,
CN(C)CCNC(=O)CN1C2=CC=C(Cl)C=C2C2=C1N=C1C=C(C)C(C)=CC1=N2,3.46,-4.3,3.94,1.91e-02 g/l,15.34,8.51,63.05,45.08,4,1
,,,,,,,,,,
,,,,,,,,,,
N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O,-1.5,-3,-2.2,3.69e-01 g/l,3.44,8.45,145.51,33.18,6,5
,,,,,,,,,,
C\C(\C=C\C=C(/C)C1=CC(=CC(=C1)C(C)(C)C)C(C)(C)C)=C/C(O)=O,7.54,-6,6.82,3.04e-04 g/l,4.57,,37.3,41.93,2,1
CC1=C(CO)C2=C(C)C3(CC3)[C@@](C)(O)C(=O)C2=C1,1.19,-2.7,0.67,5.20e-01 g/l,12.77,-1.7,57.53,27.33,3,2
,,,,,,,,,,
[Cl-].CC(C)OC1=CC=CC(CC(=O)N2CCC[C@](CC[N+]34CCC(CC3)(CC4)C3=CC=CC=C3)(C2)C2=CC(Cl)=C(Cl)C=C2)=C1,4.44,-9.1,3.45,4.87e-07 g/l,,-1.3,29.54,70.51,2,0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,4.74,-4.2,6.64,3.14e-02 g/l,,,0,21.18,0,0
Cl.CCN(C\C=C/C1=CC(Cl)=C(C=C1)C1CCCCC1)C1CCCCC1,7.48,-7.3,7.4,1.93e-05 g/l,,9.95,3.24,44.21,1,0
CCOC(=O)[C@H](CCC1=CC=CC=C1)CC1(CCCC1)C(=O)N[C@H]1CCC2=CC=CC=C2N(CC(O)=O)C1=O,4.02,-5.6,5.01,1.50e-03 g/l,3.88,-0.055,113.01,57.42,5,2
,,,,,,,,,,
NCCC(=O)NCCSSCCNC(=O)CCN,-0.77,-2.2,-2.5,1.64e+00 g/l,15.3,9.43,110.24,32.71,4,4
,,,,,,,,,,
,,,,,,,,,,
[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@H](CC[C@]12C)OS(O)(=O)=O,0.49,-4.7,3.42,8.06e-03 g/l,-1.4,-7.5,80.67,39.85,4,1
COC[C@H]1[C@H]2CC[C@@H](C[C@@H]1C1=CC(Cl)=C(Cl)C=C1)N2C,4.35,-5.2,3.81,2.23e-03 g/l,,9.76,12.47,33.66,2,0
CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=C(CC[Si](C)(C)C)C4=CC=CC=C4N=C13)C2=O,3.84,-4.4,2.4,1.94e-02 g/l,11.71,3.86,79.73,48.96,4,1
OP(O)(=O)OCC1OC(OC2C(OS(O)(=O)=O)C(COS(O)(=O)=O)OC(OC3C(OS(O)(=O)=O)OC(COS(O)(=O)=O)C(OS(O)(=O)=O)C3OS(O)(=O)=O)C2OS(O)(=O)=O)C(OS(O)(=O)=O)C(OS(O)(=O)=O)C1OS(O)(=O)=O,-1.2,-3,-6,1.24e+00 g/l,-3.4,,748.91,103.9,38,12
,,,,,,,,,,
[H][C@@]12CC=C(C3=CC=CN=C3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,5.1,-5.1,3.97,3.05e-03 g/l,18.2,4.81,33.12,42.03,2,1
CCC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(O)=O,0.91,-1.7,2.05,4.98e+00 g/l,3.99,-2.6,74.68,25.02,4,1
CNC(=O)N(N(CCCl)S(C)(=O)=O)S(C)(=O)=O,-0.01,-2.6,-1.9,7.36e-01 g/l,13.27,,103.86,26.65,5,1
,,,,,,,,,,
,,,,,,,,,,
CSC1=CC(\N=C(/N)N(C)C2=CC(SC)=CC=C2)=C(Cl)C=C1,4.05,-5.7,4.79,7.60e-04 g/l,18.79,8.51,41.62,37.49,3,1
,,,,,,,,,,
,,,,,,,,,,
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3C[C@@H](C)[C@@]21[H],2.65,-3.9,3.35,3.91e-02 g/l,18.34,-0.88,37.3,33.92,2,1
,,,,,,,,,,
CN[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N[C@H](CC1=CC=CC=C1)C(=O)N[C@H](CC1=CC=CC=C1)C(=O)N[C@H](CC(C)C)C(N)=O,2.65,-5.3,3.61,3.03e-03 g/l,11.92,8.79,171.52,72.42,6,6
,,,,,,,,,,
FC(F)(F)C1=CC(=CC(NC(=O)NC2=C(C=CC(Br)=C2)C2=NNN=N2)=C1)C(F)(F)F,3.9,-4.6,5.82,1.36e-02 g/l,8.22,-1.5,95.59,35.2,4,3
Cl.NC1=NC(=S)N(C=C1)[C@]1(O)O[C@H](CO)[C@@H](O)[C@@H]1O,-1.7,-1.5,-2.4,9.58e+00 g/l,9.28,7.48,131.77,25.55,7,5
CC(C)NC(=O)C[C@H]1CCCN(C(=O)C2=C(Cl)C=C(C=C2)N2CCCC2)C2=CC=CC=C12,5,-5.1,4.58,3.85e-03 g/l,15.21,1.56,52.65,49.92,3,1
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
CNCC\C=C\C1=CN=CC=C1,1.33,-1.5,1.21,4.74e+00 g/l,,10.47,24.92,19.24,2,1
,,,,,,,,,,
,,,,,,,,,,
COC1=CC=CC2=C1C(O)=C(C(=O)N(C)C1=CC=C(C=C1)C(F)(F)F)C(=O)N2C,3.26,-4.6,2.31,9.11e-03 g/l,4.73,-2.4,70.08,36.89,4,1
[H][C@@]1([C@H](OC)[C@@H](CC[C@]11CO1)OC(=O)N[C@H](C(C)C)C(N)=O)[C@@]1(C)O[C@@H]1CC=C(C)C,2.07,-4,2.07,4.39e-02 g/l,13.45,-3.6,115.71,46.27,5,2
,,,,,,,,,,
,,,,,,,,,,
COC1=CC2=C(C=C1)C(O[C@H]1CN3C(=O)[C@H](CCCCC\C=C/[C@]4([H])C[C@@]4(C(O)=O)NC(=O)[C@]3([H])C1)NC(=O)OC1CCCC1)=CC(=N2)C1=CSC(NC(C)C)=N1,4.43,-5.4,5.4,2.88e-03 g/l,3.73,2.37,181.31,82.61,10,4
CCOC(=O)C(C)=O,0.24,-0.57,0.8,3.13e+01 g/l,16.9,-7.7,43.37,11.39,2,0
CC(C)=CCOC1=C(Cl)C=CC(NC(=S)C2=C(C)OC=C2)=C1,4.07,-4.4,5.1,1.23e-02 g/l,10.85,-2.9,34.4,35.48,1,1
,,,,,,,,,,
[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Mn+3].CCN1C=C[N+](CC)=C1\C1=C2/C=CC(=N2)\C(=C2/[N-]\C(\C=C2)=C(/C2=N/C(/C=C2)=C(\C2=CC=C1[N-]2)C1=[N+](CC)C=CN1CC)C1=[N+](CC)C=CN1CC)\C1=[N+](CC)C=CN1CC,0.31,-4.9,,1.27e-02 g/l,,,,,,
CC(C)C[C@H](NC(=O)CN(C)C(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](CCS(C)(=O)=O)C(N)=O,-0.33,-4.5,-7.8,4.00e-02 g/l,11.48,11.87,541.98,144.97,20,15
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
CNC(=O)C1=C(OC2=CC(NS(C)(=O)=O)=C(OC(C)C)C=C12)C1=CC=C(F)C=C1,3.27,-4.1,1.91,3.57e-02 g/l,7.05,-1.6,97.64,42.89,4,2
CC[C@H](N1C[C@@H](CC1=O)C=C(F)F)C(N)=O,0.51,-2.4,0.091,1.02e+00 g/l,15.36,-1.2,63.4,21.1,2,1
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
C[C@H]1\C=C\C\C(C)=C/C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\C)=C\C1=CSC(C)=N1,4.31,-5.3,4.73,2.56e-03 g/l,14.07,2.73,96.72,54.41,5,2
,,,,,,,,,,
CC(C)N1N=C(C(=O)N[C@@H]2C[C@@H]3CC[C@H](C2)N3CCN2CCN(CC2)C(C)=O)C2=CC=CC=C12,2.38,-3,1.3,4.56e-01 g/l,14.73,8.9,73.71,53.82,5,1
,,,,,,,,,,
,,,,,,,,,,
FC(F)(F)OC1=CC=C(NC(=O)C2=C(NCC3=CC=NC4=CC=CC=C34)C=CS2)C=C1,5.12,-6,6.41,4.11e-04 g/l,14.71,4.4,63.25,42.3,4,2
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
CN1CCN(CC1)C1=CC=C2N=C(NC2=C1)C1=C(N)C2=C(NC1=O)C=CC=C2F,2.34,-3.5,1.35,1.37e-01 g/l,8.56,7.87,90.28,42.46,5,3
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
COC(=O)NC1=NC2=C(N1)C=CC(SC1=CC=C(NC(=O)[C@H](C)N)C=C1)=C2,2.8,-4.7,2.72,7.68e-03 g/l,9.6,8.21,122.13,41.34,5,4
,,,,,,,,,,
CCCN1C(=O)N(CC)C2=C(NC(=N2)C2=CN(CC3=CC=CC(=C3)C(F)(F)F)N=C2)C1=O,3.41,-4.5,3.52,1.40e-02 g/l,6.65,1.69,87.12,44.1,4,1
OC1CN(CCCOCCC2=CC3=C(SC=C3)C=C2)C1,2.82,-3.9,2.29,4.04e-02 g/l,14.79,7.24,32.7,33.5,3,1
C1CC2=C(C1)C(=NN2)C1=NNN=N1,0.6,-1.4,1.33,7.21e+00 g/l,5.26,0.82,83.14,17.27,4,2
[H][C@]1(CCCC=C1C(=O)OCC)S(=O)(=O)NC1=C(Cl)C=C(F)C=C1,3.45,-4.3,3.16,1.92e-02 g/l,8.8,-6.9,72.47,33.37,3,1
C[C@@H]1COC(NC2=CC=C3N=CN=C(NC4=CC=C(OCC5=NC=CS5)C(Cl)=C4)C3=C2)=N1,4.46,-5,4.67,4.70e-03 g/l,17.09,4.64,93.55,48.53,8,2
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Cl.Cl.CC1=NC=CN1CC1=CC(=CN=N1)C1=CC=C(F)C(=C1)C(F)F,2.81,-4,1.99,2.85e-02 g/l,,7.3,43.6,29.44,3,0
COC1=C(C=C2CC[C@H]3[C@@H]4CC=C[C@@]4(C)CC[C@@H]3C2=C1)C(N)=O,4.12,-6.2,3.61,2.10e-04 g/l,13.89,-0.8,52.32,36.23,2,1
COC(=O)N[C@@H](C(C1=CC=CC=C1)C1=CC=CC=C1)C(=O)NCCCC[C@@H](CO)N(CC(C)C)S(=O)(=O)C1=CC=C(N)C=C1,3.51,-5.5,4.09,1.90e-03 g/l,13.3,2.43,151.06,67.78,6,4
[H][C@]12C[C@]1(CNC2)C1=CC(Cl)=C(Cl)C=C1,2.8,-4.2,2.75,1.62e-02 g/l,,10.48,12.03,22.9,1,1
OC(=O)CC(O)(CC(O)=O)C(O)=O.CCN(CC)CC1=CC=C(OCC[C@H]2CC[C@H]3[C@@H]4[C@H](C)CC5=C(C=CC(O)=C5)[C@H]4CC[C@]23C)C(OC)=C1,7.47,-7.1,7.18,3.66e-05 g/l,10.34,9.03,41.93,62.51,4,1
,,,,,,,,,,
CS(=O)(=O)OCCN(CCBr)C1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)C(=O)NCCOP(O)(O)=O,0.43,-4.2,0.32,3.42e-02 g/l,1.54,-1.3,228.75,46.98,11,3
CC(C)(C)C1=CN=C(CSC2=CN=C(NC(=O)C3CCNCC3)S2)O1,2.49,-4.2,1.89,2.52e-02 g/l,10.85,10.06,80.05,42.68,4,2
,,,,,,,,,,
O[C@@H]1[C@@H](COS(O)(=O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CNC2=O,-2.1,-1.5,-4.5,1.07e+01 g/l,-2.2,0.58,172.57,29.98,9,4
C\C(\C=C\C=C(/C)C(O)=O)=C/C=C/C=C(\C)/C=C/C=C(\C)C(O)=O,4.54,-4.8,4.4,5.58e-03 g/l,4.41,,74.6,38.07,4,2
